Long,Lat
126.3145035,33.3056731
126.3145033,33.305674
126.3145033,33.3056749
126.3145033,33.3056758
126.3145032,33.3056768
126.3145031,33.3056777
126.3145031,33.3056787
126.314503,33.3056798
126.3145028,33.3056808
126.3145024,33.3056819
126.3145021,33.3056829
126.3145018,33.3056841
126.3145016,33.3056852
126.3145013,33.3056864
126.3145011,33.3056875
126.3145009,33.3056887
126.3145007,33.30569
126.3145004,33.3056911
126.3145002,33.3056924
126.3145,33.3056936
126.3144996,33.3056948
126.3144992,33.3056959
126.3144988,33.305697
126.3144986,33.3056981
126.3144981,33.3056993
126.3144977,33.3057004
126.3144975,33.3057015
126.314497,33.3057025
126.3144965,33.3057036
126.3144963,33.3057046
126.3144958,33.3057057
126.3144954,33.3057067
126.3144953,33.3057077
126.3144951,33.3057087
126.3144948,33.3057096
126.3144946,33.3057106
126.3144944,33.3057115
126.3144938,33.3057123
126.3144936,33.3057132
126.3144933,33.305714
126.3144929,33.3057148
126.3144926,33.3057156
126.3144924,33.3057164
126.3144921,33.3057173
126.3144917,33.305718
126.3144913,33.3057189
126.314491,33.3057198
126.3144905,33.3057207
126.3144901,33.3057216
126.3144897,33.3057225
126.3144894,33.3057234
126.3144889,33.3057244
126.3144886,33.3057254
126.3144882,33.3057264
126.3144878,33.3057274
126.3144873,33.3057285
126.3144868,33.3057296
126.3144864,33.3057307
126.314486,33.3057318
126.3144855,33.305733
126.314485,33.3057341
126.3144846,33.3057353
126.314484,33.3057365
126.3144834,33.3057377
126.3144828,33.305739
126.3144821,33.3057402
126.3144814,33.3057415
126.3144808,33.3057427
126.31448,33.3057439
126.3144792,33.3057452
126.3144786,33.3057464
126.3144778,33.3057477
126.3144771,33.3057489
126.3144764,33.3057502
126.3144759,33.3057515
126.3144753,33.3057527
126.3144747,33.3057541
126.3144741,33.3057553
126.3144737,33.3057566
126.3144731,33.3057578
126.3144722,33.305759
126.3144714,33.3057601
126.3144709,33.3057612
126.3144702,33.3057624
126.3144695,33.3057634
126.3144688,33.3057644
126.3144681,33.3057655
126.3144674,33.3057664
126.3144666,33.3057674
126.3144661,33.3057684
126.3144653,33.3057691
126.3144646,33.3057701
126.314464,33.3057709
126.3144634,33.3057717
126.3144628,33.3057727
126.3144623,33.3057734
126.3144617,33.3057743
126.3144611,33.3057751
126.3144606,33.3057759
126.31446,33.3057767
126.3144594,33.3057775
126.3144588,33.3057782
126.3144582,33.3057789
126.3144575,33.3057797
126.3144569,33.3057804
126.3144562,33.3057812
126.3144556,33.3057819
126.3144549,33.3057827
126.3144542,33.3057836
126.3144535,33.3057844
126.3144529,33.3057853
126.3144522,33.3057861
126.3144515,33.3057871
126.3144509,33.305788
126.3144503,33.3057889
126.3144496,33.30579
126.314449,33.305791
126.3144483,33.305792
126.3144476,33.305793
126.3144459,33.305795
126.314445,33.3057961
126.314444,33.3057972
